経過時間_秒, A, HR, Mean, Phi, A_used, HR_used, Mean_used, sinPhi_used, cosPhi_used, SBP, DBP, sinPhi, cosPhi, fit_a, fit_b, fit_rmse, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
42.226, 3.6361, 99.2137, 5.5353, 2.6667, 3.6361, 99.2137, 5.5353, 0.4572, -0.8894, 123.78, 92.39, 0.4572, -0.8894, -3.2337, 1.6625, 0.7471, 578.0000, 604.7552, 1, 18, 0.8563, 9.1748, 8.3184, 2.6774, 0.5917, 0.4083, 123.78, 92.39, 123.78, 92.39, 0, 0, 0, 1, ok, ok
42.837, 4.5963, 100.3550, 5.2851, 2.6647, 4.5963, 100.3550, 5.2851, 0.4590, -0.8884, 127.75, 95.16, 0.4590, -0.8884, -4.0835, 2.1099, 0.3692, 595.0000, 597.8776, 1, 19, 0.5937, 9.7712, 9.1775, 3.2710, 0.6134, 0.3866, 127.75, 95.16, 127.75, 95.16, 0, 0, 0, 1, ok, ok
43.435, 3.3648, 99.2656, 6.4110, 2.2972, 3.3648, 99.2656, 6.4110, 0.7476, -0.6642, 114.64, 85.06, 0.7476, -0.6642, -2.2349, 2.5155, 0.6976, 604.0000, 604.4388, 1, 19, 2.1999, 9.6765, 7.4767, 2.4795, 0.5629, 0.4371, 114.64, 85.06, 114.64, 85.06, 0, 0, 0, 1, ok, ok
44.042, 4.1826, 99.8802, 5.4439, 2.4043, 4.1826, 99.8802, 5.4439, 0.6723, -0.7403, 120.88, 89.87, 0.6723, -0.7403, -3.0963, 2.8120, 0.5722, 599.0000, 600.7194, 1, 19, 0.6228, 9.5121, 8.8893, 3.0124, 0.5643, 0.4357, 120.88, 89.87, 120.88, 89.87, 0, 0, 0, 1, ok, ok
44.709, 4.0658, 99.3608, 5.5484, 2.5209, 4.0658, 99.3608, 5.5484, 0.5816, -0.8135, 122.82, 91.35, 0.5816, -0.8135, -3.3075, 2.3646, 0.7893, 603.0000, 603.8597, 1, 19, 0.7787, 9.4905, 8.7118, 2.9814, 0.6136, 0.3864, 122.82, 91.35, 122.82, 91.35, 0, 0, 0, 1, ok, ok
45.242, 4.3622, 94.3500, 5.3971, 2.6310, 4.3622, 94.3500, 5.3971, 0.4887, -0.8725, 127.53, 93.09, 0.4887, -0.8725, -3.8059, 2.1317, 0.5447, 605.0000, 635.9298, 1, 19, 0.5434, 9.6786, 9.1352, 3.1323, 0.6182, 0.3818, 127.53, 93.09, 127.53, 93.09, 0, 0, 0, 1, ok, ok
45.841, 3.5484, 0.0000, 5.0695, 2.7129, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 127.53, 93.09, 0.4157, -0.9095, -3.2273, 1.4750, 1.0038, 666.0000, 0.0000, 0, 21, 0.4769, 8.4179, 7.9411, 2.7024, 0.6486, 0.3514, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit
46.388, 4.3932, 101.4829, 5.1061, 3.1233, 4.3932, 101.4829, 5.1061, 0.0183, -0.9753, 132.91, 98.75, 0.0183, -0.9998, -4.3925, 0.0803, 0.2665, 537.0000, 591.2325, 1, 17, 0.5729, 9.3477, 8.7749, 3.1179, 0.6872, 0.3128, 132.91, 98.75, 132.91, 98.75, 0, 0, 1, 1, cosPhi:-0.9998->-0.9753, ok
47.083, 4.4092, 104.5296, 5.3021, 2.7404, 4.4092, 104.5296, 5.3021, 0.3905, -0.9206, 127.25, 96.31, 0.3905, -0.9206, -4.0591, 1.7217, 0.3600, 598.0000, 569.6162, 1, 19, 0.6514, 9.7033, 9.0519, 3.1385, 0.6187, 0.3813, 127.25, 96.31, 127.25, 96.31, 0, 0, 1, 1, HR:105.3341->104.5296, ok
47.614, 3.8880, 94.9655, 5.7182, 2.5001, 3.8880, 94.9655, 5.7182, 0.5984, -0.8012, 122.61, 89.76, 0.5984, -0.8012, -3.1151, 2.3264, 0.5726, 536.0000, 631.8081, 1, 17, 1.4787, 9.5377, 8.0590, 2.8082, 0.5709, 0.4291, 122.61, 89.76, 122.61, 89.76, 0, 0, 0, 1, ok, ok
48.211, 4.0126, 103.1985, 4.8958, 2.5512, 4.0126, 103.1985, 4.8958, 0.5567, -0.8307, 122.64, 92.77, 0.5567, -0.8307, -3.3332, 2.2339, 0.5254, 695.0000, 581.4041, 1, 22, 0.5573, 9.0035, 8.4462, 2.8855, 0.5741, 0.4259, 122.64, 92.77, 122.64, 92.77, 0, 0, 0, 1, ok, ok
48.815, 4.0401, 101.7463, 5.7218, 2.7935, 4.0401, 101.7463, 5.7218, 0.3411, -0.9400, 126.97, 95.25, 0.3411, -0.9400, -3.7978, 1.3781, 0.4397, 536.0000, 589.7020, 1, 17, 1.4858, 9.6458, 8.1600, 2.8904, 0.6157, 0.3843, 126.97, 95.25, 126.97, 95.25, 0, 0, 0, 1, ok, ok
49.454, 4.4663, 100.5276, 5.5578, 2.4657, 4.4663, 100.5276, 5.5578, 0.6256, -0.7801, 123.14, 91.65, 0.6256, -0.7801, -3.4843, 2.7943, 0.5093, 605.0000, 596.8510, 1, 19, 0.6508, 9.7784, 9.1276, 3.1990, 0.6198, 0.3802, 123.14, 91.65, 123.14, 91.65, 0, 0, 0, 1, ok, ok
50.020, 4.2278, 97.0991, 5.6709, 2.3492, 4.2278, 97.0991, 5.6709, 0.7120, -0.7022, 120.45, 88.41, 0.7120, -0.7022, -2.9687, 3.0102, 0.6867, 604.0000, 617.9255, 1, 19, 0.6513, 9.5675, 8.9162, 3.0674, 0.5629, 0.4371, 120.45, 88.41, 120.45, 88.41, 0, 0, 0, 1, ok, ok
50.659, 4.4147, 101.4434, 5.7734, 2.4660, 4.4147, 101.4434, 5.7734, 0.6254, -0.7803, 122.57, 91.51, 0.6254, -0.7803, -3.4450, 2.7608, 0.5725, 632.0000, 591.4628, 1, 20, 0.5627, 9.8220, 9.2592, 3.1737, 0.5934, 0.4066, 122.57, 91.51, 122.57, 91.51, 0, 0, 0, 1, ok, ok
51.285, 3.2308, 97.5243, 6.6900, 2.3447, 3.2308, 97.5243, 6.6900, 0.7152, -0.6989, 115.34, 85.11, 0.7152, -0.6989, -2.2580, 2.3107, 0.5307, 566.0000, 615.2314, 1, 18, 3.1265, 9.7180, 6.5914, 2.3454, 0.5459, 0.4541, 115.34, 85.11, 115.34, 85.11, 0, 0, 0, 1, ok, ok
51.852, 4.3443, 96.6782, 5.7601, 2.4398, 4.3443, 96.6782, 5.7601, 0.6456, -0.7637, 122.90, 90.16, 0.6456, -0.7637, -3.3176, 2.8047, 0.7106, 634.0000, 620.6157, 1, 20, 0.5667, 9.7476, 9.1809, 3.1530, 0.5868, 0.4132, 122.90, 90.16, 122.90, 90.16, 0, 0, 0, 1, ok, ok
52.493, 4.4167, 100.9578, 5.5721, 2.5032, 4.4167, 100.9578, 5.5721, 0.5959, -0.8031, 123.57, 92.19, 0.5959, -0.8031, -3.5469, 2.6319, 0.5942, 634.0000, 594.3078, 1, 20, 0.5616, 9.7247, 9.1632, 3.1791, 0.5836, 0.4164, 123.57, 92.19, 123.57, 92.19, 0, 0, 0, 1, ok, ok
53.063, 3.9828, 97.2205, 5.9317, 2.4575, 3.9828, 97.2205, 5.9317, 0.6319, -0.7750, 121.47, 89.49, 0.6319, -0.7750, -3.0867, 2.5169, 0.5710, 565.0000, 617.1539, 1, 18, 1.3369, 9.6754, 8.3384, 2.8736, 0.5929, 0.4071, 121.47, 89.49, 121.47, 89.49, 0, 0, 0, 1, ok, ok
53.693, 3.9762, 101.0821, 6.1499, 2.4545, 3.9762, 101.0821, 6.1499, 0.6343, -0.7731, 120.30, 89.87, 0.6343, -0.7731, -3.0740, 2.5220, 0.6709, 642.0000, 593.5770, 1, 20, 1.4844, 9.7727, 8.2882, 2.8905, 0.5794, 0.4206, 120.30, 89.87, 120.30, 89.87, 0, 0, 0, 1, ok, ok
54.305, 4.1388, 97.9930, 5.9455, 2.4985, 4.1388, 97.9930, 5.9455, 0.5996, -0.8003, 122.78, 90.67, 0.5996, -0.8003, -3.3121, 2.4818, 0.5328, 565.0000, 612.2885, 1, 18, 1.2093, 9.6990, 8.4897, 2.9747, 0.5965, 0.4035, 122.78, 90.67, 122.78, 90.67, 0, 0, 0, 1, ok, ok
54.904, 4.3895, 98.0161, 5.7160, 2.3962, 4.3895, 98.0161, 5.7160, 0.6783, -0.7348, 121.89, 89.76, 0.6783, -0.7348, -3.2254, 2.9774, 0.7110, 642.0000, 612.1442, 1, 20, 0.5323, 9.7956, 9.2633, 3.1842, 0.5810, 0.4190, 121.89, 89.76, 121.89, 89.76, 0, 0, 0, 1, ok, ok
55.503, 4.3895, 98.0161, 5.7160, 2.3962, 4.3895, 98.0161, 5.7160, 0.6783, -0.7348, 121.89, 89.76, 0.6783, -0.7348, -3.2254, 2.9774, 0.7110, 642.0000, 612.1442, 1, 20, 0.5323, 9.7956, 9.2633, 3.1842, 0.5810, 0.4190, 121.89, 89.76, 121.89, 89.76, 0, 0, 0, 1, ok, ok
56.095, 4.0973, 0.0000, 5.8522, 2.5705, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 121.89, 89.76, 0.5406, -0.8413, -3.4470, 2.2148, 0.6680, 843.0000, 0.0000, 0, 19, 1.1209, 9.6513, 8.5304, 2.9732, 0.7355, 0.2645, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
56.706, 3.6481, 0.0000, 6.4851, 1.2665, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 121.89, 89.76, 0.9541, 0.2996, 1.0930, 3.4805, 1.6799, 954.0000, 0.0000, 0, 30, 0.6729, 9.7447, 9.0718, 3.0783, 0.5650, 0.4350, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
57.303, 3.9993, 99.3157, 6.0011, 2.4053, 3.9993, 99.3157, 6.0011, 0.6715, -0.7410, 119.91, 88.92, 0.6715, -0.7410, -2.9634, 2.6857, 0.6491, 601.0000, 604.1340, 1, 19, 1.0111, 9.7654, 8.7543, 2.9015, 0.5624, 0.4376, 119.91, 88.92, 119.91, 88.92, 0, 0, 0, 1, ok, ok
58.011, 4.2350, 99.9056, 5.8940, 2.4606, 4.2350, 99.9056, 5.8940, 0.6296, -0.7769, 121.99, 90.63, 0.6296, -0.7769, -3.2903, 2.6662, 0.6062, 602.0000, 600.5670, 1, 19, 0.8835, 9.7526, 8.8691, 3.0553, 0.6113, 0.3887, 121.99, 90.63, 121.99, 90.63, 0, 0, 0, 1, ok, ok
58.608, 3.7494, 91.8437, 6.0952, 2.2994, 3.7494, 91.8437, 6.0952, 0.7461, -0.6658, 118.35, 85.15, 0.7461, -0.6658, -2.4964, 2.7976, 0.6977, 602.0000, 653.2835, 1, 19, 1.5191, 9.6581, 8.1390, 2.7415, 0.5498, 0.4502, 118.35, 85.15, 118.35, 85.15, 0, 0, 0, 1, ok, ok
59.206, 4.0709, 95.8249, 4.8529, 2.4517, 4.0709, 95.8249, 4.8529, 0.6364, -0.7713, 122.73, 90.21, 0.6364, -0.7713, -3.1400, 2.5908, 0.4926, 704.0000, 626.1418, 1, 22, 0.4831, 8.8482, 8.3651, 2.9204, 0.5810, 0.4190, 122.73, 90.21, 122.73, 90.21, 0, 0, 0, 1, ok, ok
59.845, 4.3279, 98.0279, 5.0778, 2.6151, 4.3279, 98.0279, 5.0778, 0.5025, -0.8646, 126.38, 93.58, 0.5025, -0.8646, -3.7419, 2.1746, 0.3858, 601.0000, 612.0709, 1, 19, 0.5025, 9.5607, 9.0582, 3.0845, 0.6223, 0.3777, 126.38, 93.58, 126.38, 93.58, 0, 0, 0, 1, ok, ok
60.492, 4.3122, 95.9178, 5.4085, 2.3683, 4.3122, 95.9178, 5.4085, 0.6985, -0.7156, 121.67, 88.98, 0.6985, -0.7156, -3.0859, 3.0121, 0.5158, 599.0000, 625.5354, 1, 19, 0.5793, 9.6869, 9.1077, 3.0925, 0.5609, 0.4391, 121.67, 88.98, 121.67, 88.98, 0, 0, 0, 1, ok, ok
61.120, 4.5200, 94.2999, 5.6359, 2.3396, 4.5200, 94.2999, 5.6359, 0.7187, -0.6953, 122.21, 88.57, 0.7187, -0.6953, -3.1427, 3.2486, 0.5293, 634.0000, 636.2677, 1, 20, 0.5950, 9.7798, 9.1848, 3.2397, 0.5836, 0.4164, 122.21, 88.57, 122.21, 88.57, 0, 0, 0, 1, ok, ok
61.718, 3.5823, 94.9166, 5.5053, 2.1991, 3.5823, 94.9166, 5.5053, 0.8090, -0.5878, 115.05, 83.73, 0.8090, -0.5878, -2.1057, 2.8981, 0.9204, 644.0000, 632.1339, 1, 20, 0.7732, 8.7981, 8.0250, 2.6951, 0.5357, 0.4643, 115.05, 83.73, 115.05, 83.73, 0, 0, 0, 1, ok, ok
62.351, 4.4213, 97.5504, 4.7213, 2.6048, 4.4213, 97.5504, 4.7213, 0.5114, -0.8594, 126.92, 93.86, 0.5114, -0.8594, -3.7995, 2.2610, 0.5443, 634.0000, 615.0669, 1, 20, 0.5438, 9.6682, 9.1244, 3.1734, 0.5804, 0.4196, 126.92, 93.86, 126.92, 93.86, 0, 0, 0, 1, ok, ok
62.976, 3.8319, 96.2258, 6.0851, 2.4050, 3.8319, 96.2258, 6.0851, 0.6718, -0.7407, 119.89, 87.95, 0.6718, -0.7407, -2.8384, 2.5743, 0.5431, 600.0000, 623.5335, 1, 19, 1.7829, 9.7416, 7.9587, 2.7634, 0.5633, 0.4367, 119.89, 87.95, 119.89, 87.95, 0, 0, 0, 1, ok, ok
63.682, 3.5923, 0.0000, 6.0944, 2.1546, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 119.89, 87.95, 0.8343, -0.5512, -1.9802, 2.9972, 1.0682, 624.0000, 0.0000, 0, 20, 0.9080, 9.5130, 8.6050, 2.7556, 0.5369, 0.4631, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit
64.212, 4.3473, 90.2075, 4.9613, 2.5411, 4.3473, 90.2075, 4.9613, 0.5650, -0.8251, 127.02, 91.40, 0.5650, -0.8251, -3.5868, 2.4564, 0.5052, 641.0000, 665.1334, 1, 20, 0.5956, 9.5950, 8.9994, 3.1153, 0.5897, 0.4103, 127.02, 91.40, 127.02, 91.40, 0, 0, 0, 1, ok, ok
64.855, 3.7637, 100.4072, 4.8542, 2.5749, 3.7637, 100.4072, 4.8542, 0.5369, -0.8437, 122.73, 92.10, 0.5369, -0.8437, -3.1754, 2.0205, 0.6811, 697.0000, 597.5667, 1, 22, 0.4922, 8.5862, 8.0941, 2.7471, 0.6255, 0.3745, 122.73, 92.10, 122.73, 92.10, 0, 0, 0, 1, ok, ok
65.453, 4.4207, 96.6521, 5.2722, 2.7652, 4.4207, 96.6521, 5.2722, 0.3675, -0.9300, 129.67, 95.43, 0.3675, -0.9300, -4.1114, 1.6248, 0.3755, 540.0000, 620.7833, 1, 17, 0.5962, 9.6382, 9.0420, 3.1484, 0.6278, 0.3722, 129.67, 95.43, 129.67, 95.43, 0, 0, 0, 1, ok, ok
66.092, 4.4066, 98.4588, 5.8202, 2.4079, 4.4066, 98.4588, 5.8202, 0.6696, -0.7427, 122.04, 90.00, 0.6696, -0.7427, -3.2729, 2.9507, 0.6093, 630.0000, 609.3917, 1, 20, 0.5615, 9.8061, 9.2446, 3.1750, 0.5873, 0.4127, 122.04, 90.00, 122.04, 90.00, 0, 0, 0, 1, ok, ok
66.650, 3.5918, 96.2007, 6.4030, 2.3335, 3.5918, 96.2007, 6.4030, 0.7230, -0.6909, 117.15, 85.83, 0.7230, -0.6909, -2.4814, 2.5968, 0.7261, 605.0000, 623.6958, 1, 19, 1.9820, 9.7474, 7.7654, 2.6415, 0.5719, 0.4281, 117.15, 85.83, 117.15, 85.83, 0, 0, 0, 1, ok, ok
67.259, 4.2117, 101.4631, 5.9103, 2.4899, 4.2117, 101.4631, 5.9103, 0.6065, -0.7951, 122.09, 91.28, 0.6065, -0.7951, -3.3485, 2.5545, 0.7053, 631.0000, 591.3479, 1, 20, 0.7094, 9.7439, 9.0345, 3.0605, 0.5848, 0.4152, 122.09, 91.28, 122.09, 91.28, 0, 0, 0, 1, ok, ok
67.928, 3.7027, 99.9710, 6.2361, 2.4288, 3.7027, 99.9710, 6.2361, 0.6540, -0.7565, 118.82, 88.50, 0.6540, -0.7565, -2.8012, 2.4214, 0.5389, 570.0000, 600.1740, 1, 18, 1.7529, 9.6696, 7.9167, 2.6731, 0.5912, 0.4088, 118.82, 88.50, 118.82, 88.50, 0, 0, 0, 1, ok, ok
68.557, 3.7883, 94.5497, 6.0896, 2.2225, 3.7883, 94.5497, 6.0896, 0.7950, -0.6066, 116.18, 84.22, 0.7950, -0.6066, -2.2979, 3.0118, 0.7537, 601.0000, 634.5870, 1, 19, 1.2261, 9.6231, 8.3970, 2.7828, 0.5691, 0.4309, 116.18, 84.22, 116.18, 84.22, 0, 0, 0, 1, ok, ok
69.095, 3.5760, 95.0430, 4.7011, 2.3737, 3.5760, 95.0430, 4.7011, 0.6946, -0.7194, 119.26, 87.60, 0.6946, -0.7194, -2.5726, 2.4838, 0.7023, 664.0000, 631.2935, 1, 21, 0.5523, 8.1827, 7.6304, 2.6243, 0.6024, 0.3976, 119.26, 87.60, 119.26, 87.60, 0, 0, 0, 1, ok, ok
69.697, 3.8896, 102.6261, 4.8209, 2.9370, 3.8896, 102.6261, 4.8209, 0.2032, -0.9753, 128.76, 97.03, 0.2032, -0.9791, -3.8085, 0.7903, 0.4728, 638.0000, 584.6467, 1, 20, 0.6292, 8.7444, 8.1152, 2.7907, 0.6270, 0.3730, 128.76, 97.03, 128.76, 97.03, 0, 0, 1, 1, cosPhi:-0.9791->-0.9753, ok
70.303, 4.4510, 101.0401, 5.5090, 2.9596, 4.4510, 101.0401, 5.5090, 0.1810, -0.9753, 131.37, 97.79, 0.1810, -0.9835, -4.3775, 0.8056, 0.3097, 534.0000, 593.8234, 1, 17, 0.9382, 9.7403, 8.8021, 3.1625, 0.6873, 0.3127, 131.37, 97.79, 131.37, 97.79, 0, 0, 1, 1, cosPhi:-0.9835->-0.9753, ok
70.968, 4.0826, 100.0147, 5.9380, 2.5397, 4.0826, 100.0147, 5.9380, 0.5662, -0.8243, 122.86, 91.50, 0.5662, -0.8243, -3.3651, 2.3117, 0.6330, 604.0000, 599.9117, 1, 19, 1.0384, 9.7525, 8.7140, 2.9554, 0.6142, 0.3858, 122.86, 91.50, 122.86, 91.50, 0, 0, 0, 1, ok, ok
71.499, 4.0392, 94.8683, 5.7577, 2.3761, 4.0392, 94.8683, 5.7577, 0.6929, -0.7211, 120.71, 88.00, 0.6929, -0.7211, -2.9125, 2.7986, 0.6935, 597.0000, 632.4558, 1, 19, 0.7718, 9.6691, 8.8973, 2.9391, 0.5561, 0.4439, 120.71, 88.00, 120.71, 88.00, 0, 0, 0, 1, ok, ok
72.103, 3.6795, 103.2297, 5.3772, 2.5587, 3.6795, 103.2297, 5.3772, 0.5504, -0.8349, 121.05, 91.69, 0.5504, -0.8349, -3.0719, 2.0253, 0.8757, 673.0000, 581.2279, 1, 21, 0.6275, 8.8366, 8.2092, 2.7452, 0.6033, 0.3967, 121.05, 91.69, 121.05, 91.69, 0, 0, 0, 1, ok, ok
72.801, 4.4223, 101.2463, 5.2138, 2.7735, 4.4223, 101.2463, 5.2138, 0.3598, -0.9330, 128.72, 96.29, 0.3598, -0.9330, -4.1260, 1.5914, 0.2716, 532.0000, 592.6140, 1, 17, 0.6438, 9.5859, 8.9421, 3.1388, 0.6429, 0.3571, 128.72, 96.29, 128.72, 96.29, 0, 0, 0, 1, ok, ok
73.939, 4.2291, 93.0511, 5.5892, 2.4935, 4.2291, 93.0511, 5.5892, 0.6037, -0.7972, 124.49, 90.32, 0.6037, -0.7972, -3.3715, 2.5530, 0.6196, 601.0000, 644.8070, 1, 19, 0.7283, 9.6229, 8.8946, 3.0539, 0.6223, 0.3777, 124.49, 90.32, 124.49, 90.32, 0, 0, 0, 1, ok, ok
74.504, 3.2955, 0.0000, 4.8070, 2.5644, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 124.49, 90.32, 0.5457, -0.8380, -2.7616, 1.7984, 0.9167, 1030.0000, 0.0000, 0, 22, 0.4762, 7.9348, 7.4586, 2.5041, 0.7388, 0.2612, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
75.141, 3.6639, 0.0000, 5.6151, 2.1748, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 124.49, 90.32, 0.8231, -0.5680, -2.0810, 3.0156, 1.3347, 811.0000, 0.0000, 0, 25, 0.6833, 9.8285, 9.1452, 2.9144, 0.6584, 0.3416, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
75.773, 2.7999, 87.9313, 6.9808, 2.5968, 2.7999, 87.9313, 6.9808, 0.5182, -0.8552, 120.76, 86.45, 0.5182, -0.8552, -2.3945, 1.4510, 0.3220, 552.0000, 682.3509, 1, 18, 3.9701, 9.7613, 5.7912, 2.0058, 0.6395, 0.3605, 120.76, 86.45, 120.76, 86.45, 0, 0, 0, 1, ok, ok
76.316, 3.9120, 91.2998, 6.0819, 2.4516, 3.9120, 91.2998, 6.0819, 0.6365, -0.7713, 122.40, 88.18, 0.6365, -0.7713, -3.0172, 2.4900, 0.8271, 649.0000, 657.1754, 1, 20, 1.0437, 9.7251, 8.6814, 2.8872, 0.5763, 0.4237, 122.40, 88.18, 122.40, 88.18, 0, 0, 0, 1, ok, ok
76.980, 3.5807, 99.9021, 5.5048, 2.6981, 3.5807, 99.9021, 5.5048, 0.4291, -0.9033, 123.95, 92.80, 0.4291, -0.9033, -3.2343, 1.5365, 0.9333, 631.0000, 600.5877, 1, 20, 0.9138, 8.7876, 7.8738, 2.6985, 0.6387, 0.3613, 123.95, 92.80, 123.95, 92.80, 0, 0, 0, 1, ok, ok
77.585, 4.4549, 94.8926, 5.4549, 2.8216, 4.4549, 94.8926, 5.4549, 0.3146, -0.9492, 131.05, 95.74, 0.3146, -0.9492, -4.2287, 1.4015, 0.3174, 538.0000, 632.2939, 1, 17, 0.7809, 9.7335, 8.9526, 3.1661, 0.6896, 0.3104, 131.05, 95.74, 131.05, 95.74, 0, 0, 0, 1, ok, ok
78.149, 3.9947, 97.0643, 5.4095, 2.4156, 3.9947, 97.0643, 5.4095, 0.6639, -0.7478, 121.01, 89.18, 0.6639, -0.7478, -2.9873, 2.6521, 0.7963, 668.0000, 618.1469, 1, 21, 0.5525, 9.0368, 8.4843, 2.9348, 0.6018, 0.3982, 121.01, 89.18, 121.01, 89.18, 0, 0, 0, 1, ok, ok
78.751, 4.0589, 101.4244, 5.2317, 2.7575, 4.0589, 101.4244, 5.2317, 0.3747, -0.9272, 126.84, 95.19, 0.3747, -0.9272, -3.7632, 1.5208, 0.4145, 613.0000, 591.5735, 1, 19, 0.7042, 8.9813, 8.2771, 2.8999, 0.6949, 0.3051, 126.84, 95.19, 126.84, 95.19, 0, 0, 0, 1, ok, ok
79.454, 4.3304, 100.5384, 5.8036, 2.8252, 4.3304, 100.5384, 5.8036, 0.3112, -0.9504, 128.98, 96.09, 0.3112, -0.9504, -4.1154, 1.3474, 0.4971, 562.0000, 596.7867, 1, 18, 0.9723, 9.7444, 8.7721, 3.1021, 0.6708, 0.3292, 128.98, 96.09, 128.98, 96.09, 0, 0, 0, 1, ok, ok
80.028, 4.0231, 92.3228, 5.9002, 2.5820, 4.0231, 92.3228, 5.9002, 0.5308, -0.8475, 125.33, 90.82, 0.5308, -0.8475, -3.4095, 2.1354, 0.7664, 590.0000, 649.8934, 1, 19, 1.0248, 9.6196, 8.5947, 2.9462, 0.6186, 0.3814, 125.33, 90.82, 125.33, 90.82, 0, 0, 0, 1, ok, ok
80.526, 3.3452, 0.0000, 4.9884, 2.7836, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 125.33, 90.82, 0.3504, -0.9366, -3.1331, 1.1723, 1.0034, 706.0000, 0.0000, 0, 22, 0.6234, 8.1577, 7.5343, 2.5695, 0.6601, 0.3399, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit
81.159, 3.3452, 0.0000, 4.9884, 2.7836, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 125.33, 90.82, 0.3504, -0.9366, -3.1331, 1.1723, 1.0034, 706.0000, 0.0000, 0, 22, 0.6234, 8.1577, 7.5343, 2.5695, 0.6601, 0.3399, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit
81.795, 4.0757, 100.9911, 5.1081, 3.2861, 4.0757, 100.9911, 5.1081, -0.1440, -0.9753, 133.31, 98.59, -0.1440, -0.9896, -4.0332, -0.5870, 0.3281, 571.0000, 594.1117, 1, 18, 0.6738, 8.7822, 8.1085, 2.9006, 0.7776, 0.2224, 133.31, 98.59, 133.31, 98.59, 0, 0, 1, 1, cosPhi:-0.9896->-0.9753, ok
82.361, 0.4250, 0.0000, 5.2431, 0.1895, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 133.31, 98.59, 0.1884, 0.9821, 0.4174, 0.0801, 3.0494, 1132.0000, 0.0000, 0, 35, 0.5519, 9.6309, 9.0790, 3.0642, 0.3224, 0.6776, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, invalid_amplitude
82.995, 4.3310, 101.6901, 5.2182, 2.7384, 4.3310, 101.6901, 5.2182, 0.3923, -0.9198, 127.63, 95.70, 0.3923, -0.9198, -3.9838, 1.6992, 0.4474, 638.0000, 590.0279, 1, 20, 0.5355, 9.4607, 8.9252, 3.0950, 0.6301, 0.3699, 127.63, 95.70, 127.63, 95.70, 0, 0, 0, 1, ok, ok
83.659, 4.1489, 97.9570, 5.7171, 2.5981, 4.1489, 97.9570, 5.7171, 0.5171, -0.8559, 124.91, 92.39, 0.5171, -0.8559, -3.5511, 2.1454, 0.5291, 569.0000, 612.5140, 1, 18, 0.8094, 9.7029, 8.8935, 2.9810, 0.5923, 0.4077, 124.91, 92.39, 124.91, 92.39, 0, 0, 0, 1, ok, ok
84.257, 4.2577, 94.0797, 5.7956, 2.4648, 4.2577, 94.0797, 5.7956, 0.6263, -0.7796, 123.66, 89.92, 0.6263, -0.7796, -3.3193, 2.6665, 0.7426, 635.0000, 637.7570, 1, 20, 0.6343, 9.7081, 9.0739, 3.1008, 0.5953, 0.4047, 123.66, 89.92, 123.66, 89.92, 0, 0, 0, 1, ok, ok
84.898, 4.4257, 97.0280, 5.4068, 2.5142, 4.4257, 97.0280, 5.4068, 0.5870, -0.8096, 124.89, 91.90, 0.5870, -0.8096, -3.5829, 2.5980, 0.5223, 664.0000, 618.3785, 1, 21, 0.5443, 9.6762, 9.1319, 3.1728, 0.6099, 0.3901, 124.89, 91.90, 124.89, 91.90, 0, 0, 0, 1, ok, ok
85.571, 3.9106, 95.4367, 5.5045, 2.4425, 3.9106, 95.4367, 5.5045, 0.6435, -0.7654, 121.55, 89.10, 0.6435, -0.7654, -2.9933, 2.5166, 0.7233, 603.0000, 628.6892, 1, 19, 0.6950, 9.2872, 8.5923, 2.8583, 0.5672, 0.4328, 121.55, 89.10, 121.55, 89.10, 0, 0, 0, 1, ok, ok
