経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, E, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, E_used, SBP, DBP, Mean, Phi, sinPhi, cosPhi, fit_a, fit_b, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
39.313, 8.0659, 98.5021, -0.6402, -0.4074, 3.5821, 5.0983, 98.5021, -0.4721, -0.4721, 3.5821, 114.47, 84.51, 5.0668, 2.5212, 0.5813, -0.8137, -3.3847, 2.4183, 702.0000, 609.1238, 1, 22, 0.3525, 9.1795, 8.8271, 2.9807, 0.6239, 0.3761, 114.47, 84.51, 114.47, 84.51, 0, 0, 1, 1, A:8.0659->5.0983, ok
39.976, 9.3109, 96.6866, -0.5744, -0.4177, 3.7305, 5.0983, 96.6866, -0.6402, -0.4074, 3.7305, 108.91, 73.75, 5.9053, 2.6347, 0.4855, -0.8742, -3.5364, 1.9639, 562.0000, 620.5619, 1, 18, 1.1136, 9.8073, 8.6937, 2.8944, 0.6068, 0.3932, 108.91, 73.75, 108.91, 73.75, 0, 0, 1, 1, A:9.3109->5.0983, ok
40.652, 9.1295, 93.4898, -0.5475, -0.4480, 3.9378, 5.0983, 93.4898, -0.5744, -0.4177, 3.9378, 114.89, 79.45, 5.7514, 2.3762, 0.6928, -0.7211, -3.1807, 3.0558, 632.0000, 641.7810, 1, 20, 0.4964, 9.7681, 9.2717, 3.1796, 0.5712, 0.4288, 114.89, 79.45, 114.89, 79.45, 0, 0, 1, 1, A:9.1295->5.0983, ok
41.252, 9.3948, 91.0622, -0.5370, -0.4393, 3.7601, 5.0983, 91.0622, -0.5475, -0.4480, 3.7601, 114.70, 79.32, 6.0563, 2.4455, 0.6412, -0.7674, -3.2985, 2.7561, 672.0000, 658.8905, 1, 21, 0.6387, 9.8138, 9.1752, 3.1039, 0.5997, 0.4003, 114.70, 79.32, 114.70, 79.32, 0, 0, 1, 1, A:9.3948->5.0983, ok
41.915, 7.8959, 95.3220, -0.6033, -0.3850, 3.6651, 5.0983, 95.3220, -0.5370, -0.4393, 3.6651, 112.91, 79.87, 6.0684, 2.3144, 0.7361, -0.6769, -2.9286, 3.1844, 668.0000, 629.4452, 1, 21, 0.4191, 9.8753, 9.4562, 3.1420, 0.5958, 0.4042, 112.91, 79.87, 112.91, 79.87, 0, 0, 1, 1, A:7.8959->5.0983, ok
42.513, 9.1630, 92.8473, -0.5475, -0.4480, 3.2001, 5.0983, 92.8473, -0.6033, -0.3850, 3.2001, 103.52, 69.28, 6.5944, 2.3299, 0.7255, -0.6883, -2.4191, 2.5499, 594.0000, 646.2226, 1, 19, 1.9793, 9.8495, 7.8702, 2.5583, 0.5522, 0.4478, 103.52, 69.28, 103.52, 69.28, 0, 0, 1, 1, A:9.1630->5.0983, ok
43.290, 7.5826, 96.4458, -0.6605, -0.3863, 3.6511, 5.0983, 96.4458, -0.5475, -0.4480, 3.6511, 112.34, 79.51, 6.2560, 2.4665, 0.6250, -0.7806, -3.2141, 2.5731, 676.0000, 622.1113, 1, 21, 0.6865, 9.8465, 9.1600, 2.9834, 0.5962, 0.4038, 112.34, 79.51, 112.34, 79.51, 0, 0, 1, 1, A:7.5826->5.0983, ok
43.822, 9.1884, 85.7687, -0.3398, -0.4672, 3.0056, 5.0983, 85.7687, -0.6605, -0.3863, 3.0056, 100.10, 62.00, 6.6304, 2.2541, 0.7755, -0.6313, -2.1202, 2.6045, 605.0000, 699.5557, 1, 19, 2.2640, 9.7377, 7.4738, 2.4476, 0.5488, 0.4512, 100.10, 62.00, 100.10, 62.00, 0, 0, 1, 1, A:9.1884->5.0983, ok
44.490, 6.1797, 97.4377, -0.6823, -0.6823, 3.1218, 5.0983, 97.4377, -0.3398, -0.4672, 3.1218, 113.50, 87.77, 4.9744, 2.4418, 0.6440, -0.7650, -2.7485, 2.3140, 768.0000, 615.7778, 1, 24, 0.5493, 8.5857, 8.0363, 2.6526, 0.6094, 0.3906, 113.50, 87.77, 113.50, 87.77, 0, 0, 1, 1, A:6.1797->5.0983, ok
45.154, 6.1797, 0.0000, -0.5434, -0.4446, 3.1218, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 113.50, 87.77, 4.9744, 2.9584, 0.1821, -0.9833, -3.7342, 0.6917, 527.0000, 0.0000, 0, 17, 2.0068, 9.8199, 7.8131, 2.7174, 0.6888, 0.3112, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
45.760, 9.1158, 91.8211, -0.5459, -0.4466, 3.2209, 5.0983, 91.8211, -0.5434, -0.4446, 3.2209, 107.60, 74.17, 6.5457, 2.4551, 0.6339, -0.7734, -2.8113, 2.3040, 673.0000, 653.4445, 1, 21, 1.4461, 9.7258, 8.2797, 2.6674, 0.5988, 0.4012, 107.60, 74.17, 107.60, 74.17, 0, 0, 1, 1, A:9.1158->5.0983, ok
46.433, 8.8040, 95.3558, -0.6000, -0.3818, 3.7047, 5.0983, 95.3558, -0.5459, -0.4466, 3.7047, 113.26, 79.87, 6.0993, 2.4593, 0.6306, -0.7761, -3.2691, 2.6562, 669.0000, 629.2222, 1, 21, 0.6099, 9.8056, 9.1957, 3.0548, 0.6009, 0.3991, 113.26, 79.87, 113.26, 79.87, 0, 0, 1, 1, A:8.8040->5.0983, ok
47.165, 9.0494, 92.1502, -0.5394, -0.4413, 3.3377, 5.0983, 92.1502, -0.6000, -0.3818, 3.3377, 105.49, 70.66, 6.1038, 2.2921, 0.7510, -0.6603, -2.4470, 2.7829, 598.0000, 651.1111, 1, 19, 1.0016, 9.5702, 8.5686, 2.7176, 0.5552, 0.4448, 105.49, 70.66, 105.49, 70.66, 0, 0, 1, 1, A:9.0494->5.0983, ok
47.766, 9.2100, 86.7609, -0.4508, -0.4959, 4.0101, 5.0983, 86.7609, -0.5394, -0.4413, 4.0101, 118.87, 81.22, 5.2078, 2.4530, 0.6354, -0.7722, -3.5069, 2.8859, 667.0000, 691.5556, 1, 21, 0.5208, 9.7465, 9.2257, 3.2398, 0.5937, 0.4063, 118.87, 81.22, 118.87, 81.22, 0, 0, 1, 1, A:9.2100->5.0983, ok
48.366, 7.8487, 92.7676, -0.6030, -0.4369, 4.1437, 5.0983, 92.7676, -0.4508, -0.4959, 4.1437, 124.16, 90.68, 6.1032, 2.7018, 0.4258, -0.9048, -4.1411, 1.9486, 746.0000, 646.7778, 1, 23, 0.5365, 9.8500, 9.3135, 3.3002, 0.6287, 0.3713, 124.16, 90.68, 124.16, 90.68, 0, 0, 1, 1, A:7.8487->5.0983, ok
49.038, 7.7175, 96.2481, -0.5500, -0.3850, 2.9661, 5.0983, 96.2481, -0.6030, -0.4369, 2.9661, 101.08, 68.74, 7.0012, 2.6323, 0.4876, -0.8731, -2.8242, 1.5772, 596.0000, 623.3889, 1, 19, 2.0013, 9.7633, 7.7620, 2.3785, 0.6158, 0.3842, 101.08, 68.74, 101.08, 68.74, 0, 0, 1, 1, A:7.7175->5.0983, ok
49.631, 8.8547, 92.7078, -0.5410, -0.4918, 3.0525, 5.0983, 92.7078, -0.5500, -0.3850, 3.0525, 103.62, 71.08, 6.6011, 2.5136, 0.5875, -0.8092, -2.8016, 2.0342, 605.0000, 647.1944, 1, 19, 2.0458, 9.7375, 7.6918, 2.5221, 0.6165, 0.3835, 103.62, 71.08, 103.62, 71.08, 0, 0, 1, 1, A:8.8547->5.0983, ok
50.296, 7.3511, 96.6811, -0.6111, -0.3889, 3.6488, 5.0983, 96.6811, -0.5410, -0.4918, 3.6488, 113.53, 80.81, 6.3317, 2.7483, 0.3832, -0.9237, -3.8045, 1.5783, 665.0000, 620.5972, 1, 21, 0.8828, 9.8477, 8.9649, 2.9708, 0.6571, 0.3429, 113.53, 80.81, 113.53, 80.81, 0, 0, 1, 1, A:7.3511->5.0983, ok
50.939, 9.0641, 93.3418, -0.5459, -0.4466, 2.5854, 5.0983, 93.3418, -0.6111, -0.3889, 2.7419, 97.25, 64.29, 6.7928, 2.4498, 0.6379, -0.7701, -2.3447, 1.9421, 605.0000, 642.7986, 1, 19, 2.4967, 9.6665, 7.1699, 2.2260, 0.6298, 0.3702, 97.25, 64.29, 97.25, 64.29, 0, 0, 1, 1, A:9.0641->5.0983|E:2.5854->2.7419, ok
51.543, 5.3322, 93.3272, -0.5645, -0.4106, 3.7412, 5.0983, 93.3272, -0.5459, -0.4466, 3.7412, 114.09, 79.75, 5.9979, 2.4785, 0.6155, -0.7881, -3.3877, 2.6459, 669.0000, 642.8993, 1, 21, 0.6025, 9.8696, 9.2671, 3.0961, 0.6114, 0.3886, 114.09, 79.75, 114.09, 79.75, 0, 0, 1, 1, A:5.3322->5.0983, ok
52.277, 7.0137, 96.3160, -0.6020, -0.3831, 2.0266, 5.0983, 96.3160, -0.5645, -0.4106, 2.7419, 98.98, 68.36, 7.4657, 2.3787, 0.6910, -0.7228, -1.8213, 1.7413, 633.0000, 622.9497, 1, 20, 4.5374, 9.8006, 5.2632, 1.8096, 0.6414, 0.3586, 98.98, 68.36, 98.98, 68.36, 0, 0, 1, 1, A:7.0137->5.0983|E:2.0266->2.7419, ok
52.821, 7.0137, 88.4336, -0.4046, -0.4496, 2.6166, 5.0983, 88.4336, -0.6020, -0.3831, 2.7419, 98.31, 63.56, 6.7737, 2.2606, 0.7714, -0.6364, -1.9491, 2.3625, 608.0000, 678.4748, 1, 19, 2.7869, 9.7479, 6.9609, 2.2397, 0.5855, 0.4145, 98.31, 63.56, 98.31, 63.56, 0, 0, 1, 1, A:7.0137->5.0983|E:2.6166->2.7419, ok
53.446, 8.1368, 98.2419, -0.6685, -0.4254, 3.4885, 5.0983, 98.2419, -0.4046, -0.4496, 3.4885, 115.30, 87.29, 4.9771, 2.4035, 0.6729, -0.7397, -2.9965, 2.7257, 729.0000, 610.7374, 1, 23, 0.5060, 9.2400, 8.7340, 2.9085, 0.5981, 0.4019, 115.30, 87.29, 115.30, 87.29, 0, 0, 1, 1, A:8.1368->5.0983, ok
54.112, 9.1101, 97.0295, -0.6326, -0.4217, 3.7245, 5.0983, 97.0295, -0.6685, -0.4254, 3.7245, 108.13, 72.35, 5.8402, 2.6963, 0.4307, -0.9025, -3.6850, 1.7586, 530.0000, 618.3687, 1, 17, 1.1031, 9.7441, 8.6409, 2.9050, 0.6283, 0.3717, 108.13, 72.35, 108.13, 72.35, 0, 0, 1, 1, A:9.1101->5.0983, ok
54.816, 8.9784, 93.3584, -0.5442, -0.3958, 4.0819, 5.0983, 93.3584, -0.6326, -0.4217, 4.0819, 114.70, 77.31, 5.6334, 2.4462, 0.6407, -0.7678, -3.4279, 2.8606, 634.0000, 642.6844, 1, 20, 0.6340, 9.6816, 9.0476, 3.1947, 0.5662, 0.4338, 114.70, 77.31, 114.70, 77.31, 0, 0, 1, 1, A:8.9784->5.0983, ok
55.460, 9.2801, 89.1740, -0.4225, -0.4694, 3.6047, 5.0983, 89.1740, -0.5442, -0.3958, 3.6047, 111.92, 76.46, 5.8024, 2.2510, 0.7775, -0.6289, -2.5385, 3.1380, 664.0000, 672.8422, 1, 21, 0.7032, 9.6192, 8.9160, 2.9547, 0.5482, 0.4518, 111.92, 76.46, 111.92, 76.46, 0, 0, 1, 1, A:9.2801->5.0983, ok
56.052, 7.1851, 91.1963, -0.4619, -0.5132, 3.0108, 5.0983, 91.1963, -0.4225, -0.4694, 3.0108, 110.09, 79.96, 4.4452, 2.4958, 0.6018, -0.7986, -2.7688, 2.0865, 703.0000, 657.9211, 1, 22, 0.3392, 7.6238, 7.2846, 2.5320, 0.6202, 0.3798, 110.09, 79.96, 110.09, 79.96, 0, 0, 1, 1, A:7.1851->5.0983, ok
56.694, 6.9506, 95.9293, -0.4452, -0.5008, 3.1579, 5.0983, 95.9293, -0.4619, -0.5132, 3.1579, 110.72, 80.99, 4.1667, 2.9974, 0.1436, -0.9896, -3.4047, 0.4942, 641.0000, 625.4605, 1, 20, 0.4387, 7.4467, 7.0081, 2.4328, 0.6833, 0.3167, 110.72, 80.99, 110.72, 80.99, 0, 0, 1, 1, A:6.9506->5.0983, ok
57.319, 8.8579, 94.6775, -0.5654, -0.6682, 3.8729, 5.0983, 94.6775, -0.4452, -0.5008, 3.8729, 120.61, 88.82, 4.7310, 2.9165, 0.2232, -0.9748, -4.3068, 0.9862, 702.0000, 633.7303, 1, 19, 0.4961, 9.5291, 9.0330, 3.1445, 0.7151, 0.2849, 120.61, 88.82, 120.61, 88.82, 0, 0, 1, 1, A:8.8579->5.0983, ok
57.956, 5.6341, 95.3342, -0.5808, -0.4224, 2.2797, 5.0983, 95.3342, -0.5808, -0.7920, 2.7419, 107.39, 74.57, 3.9386, 2.6108, 0.5062, -0.8624, -2.3920, 1.4040, 532.0000, 629.3651, 1, 17, 0.6712, 6.5446, 5.8733, 2.0495, 0.6917, 0.3083, 107.39, 74.57, 107.39, 74.57, 0, 0, 1, 1, A:5.6341->5.0983|E:2.2797->2.7419, ok
58.491, 6.4605, 94.6846, -0.5690, -0.4138, 2.3285, 5.0983, 94.6846, -0.5808, -0.4224, 2.7419, 98.93, 67.18, 4.3434, 2.2334, 0.7884, -0.6151, -1.8352, 2.3522, 634.0000, 633.6826, 1, 20, 0.4563, 6.8437, 6.3875, 2.2052, 0.6404, 0.3596, 98.93, 67.18, 98.93, 67.18, 0, 0, 1, 1, A:6.4605->5.0983|E:2.3285->2.7419, ok
58.831, 5.5070, 102.6797, -0.6785, -0.3084, 2.4263, 5.0983, 102.6797, -0.5690, -0.4138, 2.7419, 97.77, 69.69, 3.4927, 2.4472, 0.6399, -0.7685, -2.0581, 1.7137, 633.0000, 584.3413, 1, 20, 0.3833, 5.9573, 5.5740, 1.9540, 0.5814, 0.4186, 97.77, 69.69, 97.77, 69.69, 0, 0, 1, 1, A:5.5070->5.0983|E:2.4263->2.7419, ok
59.264, 5.5070, 102.6797, -0.4867, -0.6814, 2.4263, 5.0983, 102.6797, -0.5690, -0.4138, 2.7419, 97.77, 69.69, 3.4927, 2.4472, 0.6399, -0.7685, -2.0581, 1.7137, 633.0000, 584.3413, 1, 20, 0.3833, 5.9573, 5.5740, 1.9540, 0.5814, 0.4186, 97.77, 69.69, 97.77, 69.69, 0, 0, 1, 1, A:5.5070->5.0983|E:2.4263->2.7419, ok
59.836, 1.7620, 105.5232, -0.7621, -0.6097, 1.2524, 1.7620, 105.5232, -0.4867, -0.6814, 2.7419, 101.78, 72.08, 1.7219, 0.9681, 0.8238, 0.5669, 0.7506, 1.0909, 528.0000, 447.3353, 1, 17, 0.3259, 5.1890, 4.8630, 1.3312, 0.4848, 0.5152, 101.78, 72.08, 101.78, 72.08, 0, 0, 1, 1, HR:134.1276->105.5232|E:1.2524->2.7419, ok
60.595, 1.7620, 0.0000, -0.5769, -0.4038, 1.2524, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 101.78, 72.08, 1.7219, 2.5314, 0.5730, -0.8196, -1.0712, 0.7489, 774.0000, 0.0000, 0, 24, 0.3597, 4.2135, 3.8538, 1.3240, 0.6240, 0.3760, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
61.137, 3.8721, 94.5874, -0.3465, -0.4783, 1.4528, 3.8721, 94.5874, -0.4348, -0.7826, 2.7419, 111.02, 80.19, 2.6811, 2.2556, 0.7746, -0.6325, -1.0368, 1.2697, 572.0000, 634.3338, 1, 18, 0.3414, 4.3001, 3.9588, 1.2505, 0.5804, 0.4196, 111.02, 80.19, 111.02, 80.19, 0, 0, 1, 1, E:1.4528->2.7419, ok
61.731, 3.8721, 0.0000, -0.6679, -0.4871, 1.4528, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 111.02, 80.19, 2.6811, 2.8736, 0.2648, -0.9643, -3.1897, 0.8759, 762.0000, 0.0000, 0, 24, 0.4137, 7.9353, 7.5216, 2.4452, 0.6050, 0.3950, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
62.433, 4.8781, 101.4227, -0.6101, -0.7210, 2.1033, 4.8781, 101.4227, -0.6679, -0.4871, 2.7419, 95.66, 64.03, 3.0619, 2.7731, 0.3602, -0.9329, -2.2480, 0.8680, 543.0000, 591.5835, 1, 17, 0.3428, 5.2167, 4.8739, 1.7211, 0.6777, 0.3223, 95.66, 64.03, 95.66, 64.03, 0, 0, 1, 1, E:2.1033->2.7419, ok
63.000, 3.6073, 92.8373, -0.5164, -0.4708, 1.4958, 3.6073, 92.8373, -0.5178, -0.7532, 2.7419, 107.15, 73.28, 2.5771, 2.0942, 0.8661, -0.4999, -0.8770, 1.5196, 597.0000, 646.2917, 1, 19, 0.3386, 4.3112, 3.9725, 1.3065, 0.5578, 0.4422, 107.15, 73.28, 107.15, 73.28, 0, 0, 1, 1, E:1.4958->2.7419, ok
63.832, 8.3935, 98.9045, -0.6984, -0.3492, 4.3275, 5.0983, 98.9045, -0.5164, -0.4708, 4.3275, 122.44, 89.43, 4.8507, 2.7057, 0.4222, -0.9065, -4.1137, 1.9161, 701.0000, 606.6459, 1, 22, 0.5123, 9.8064, 9.2941, 3.3866, 0.6191, 0.3809, 122.44, 89.43, 122.44, 89.43, 0, 0, 1, 1, A:8.3935->5.0983, ok
64.199, 8.9374, 83.4118, -0.4760, -0.5156, 3.1310, 5.0983, 83.4118, -0.6984, -0.3492, 3.1310, 99.87, 59.60, 6.1649, 2.1973, 0.8101, -0.5863, -2.0353, 2.8120, 567.0000, 719.3229, 1, 18, 1.4128, 9.2708, 7.8580, 2.5651, 0.5379, 0.4621, 99.87, 59.60, 99.87, 59.60, 0, 0, 1, 1, A:8.9374->5.0983, ok
64.905, 8.9374, 83.4118, -0.9500, -0.9500, 3.1310, 5.0983, 83.4118, -0.6984, -0.3492, 3.1310, 99.87, 59.60, 6.1649, 2.1973, 0.8101, -0.5863, -2.0353, 2.8120, 567.0000, 719.3229, 1, 18, 1.4128, 9.2708, 7.8580, 2.5651, 0.5379, 0.4621, 99.87, 59.60, 99.87, 59.60, 0, 0, 1, 1, A:8.9374->5.0983, ok
65.478, 8.9374, 0.0000, -0.5142, -0.3739, 3.1310, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 99.87, 59.60, 6.1649, 2.5049, 0.5945, -0.8041, -2.6455, 1.9560, 841.0000, 0.0000, 0, 26, 0.3334, 8.1762, 7.8427, 2.4218, 0.6409, 0.3591, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
66.105, 8.9374, 0.0000, -0.6911, -0.3455, 3.1310, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 99.87, 59.60, 6.1649, 0.5451, 0.5185, 0.8551, 2.1578, 1.3085, 1067.0000, 0.0000, 0, 33, 0.4379, 9.2380, 8.8001, 2.3621, 0.4986, 0.5014, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
66.776, 4.3622, 97.8960, -0.5789, -0.6826, 1.7962, 4.3622, 97.8960, -0.6911, -0.3455, 2.7419, 91.38, 57.60, 2.9790, 2.1700, 0.8258, -0.5640, -1.1274, 1.6506, 572.0000, 612.8952, 1, 18, 0.5218, 4.8644, 4.3427, 1.4753, 0.5332, 0.4668, 91.38, 57.60, 91.38, 57.60, 0, 0, 1, 1, E:1.7962->2.7419, ok
67.347, 3.9538, 93.4656, -0.4426, -0.4426, 1.4707, 3.9538, 93.4656, -0.5410, -0.7869, 2.7419, 107.45, 73.54, 2.5850, 2.1114, 0.8574, -0.5147, -0.8439, 1.4059, 632.0000, 641.9476, 1, 20, 0.3901, 4.2727, 3.8827, 1.2441, 0.5348, 0.4652, 107.45, 73.54, 107.45, 73.54, 0, 0, 1, 1, E:1.4707->2.7419, ok
67.942, 4.9153, 98.8511, -0.8077, -0.8077, 2.3221, 4.9153, 98.8511, -0.5192, -0.4615, 2.7419, 101.16, 72.35, 3.0670, 2.7108, 0.4176, -0.9086, -2.1470, 0.9867, 665.0000, 606.9738, 1, 21, 0.3189, 5.4683, 5.1494, 1.7559, 0.5865, 0.4135, 101.16, 72.35, 101.16, 72.35, 0, 0, 1, 1, E:2.3221->2.7419, ok
68.550, 4.9153, 98.8511, -0.4437, -0.7765, 2.3221, 4.9153, 98.8511, -0.5192, -0.4615, 2.7419, 101.16, 72.35, 3.0670, 2.7108, 0.4176, -0.9086, -2.1470, 0.9867, 665.0000, 606.9738, 1, 21, 0.3189, 5.4683, 5.1494, 1.7559, 0.5865, 0.4135, 101.16, 72.35, 101.16, 72.35, 0, 0, 1, 1, E:2.3221->2.7419, ok
69.320, 2.0530, 99.3388, -0.1631, -0.4349, 4.4151, 2.0530, 99.3388, -0.4437, -0.7765, 4.4151, 128.95, 93.04, 6.0912, 3.2516, -0.1098, -0.9940, -4.6430, -0.5128, 775.0000, 603.9934, 1, 24, 0.5531, 9.9047, 9.3516, 3.5034, 0.7419, 0.2581, 128.95, 93.04, 128.95, 93.04, 0, 0, 0, 1, ok, ok
69.982, 0.4037, 87.3367, -0.4286, -0.7714, 3.0382, 1.3961, 87.3367, -0.3000, -0.3429, 3.0382, 107.46, 74.87, 5.4872, 0.4087, 0.3974, 0.9176, 3.7307, 1.6157, 993.0000, 686.9967, 1, 31, 0.4156, 9.6135, 9.1979, 3.0635, 0.3353, 0.6647, 107.46, 74.87, 107.46, 74.87, 0, 0, 1, 1, A:0.4037->1.3961, ok
70.593, 2.2673, 88.9550, -0.4985, -0.8474, 3.1533, 2.2673, 88.9550, -0.4286, -0.7714, 3.1533, 115.05, 79.02, 7.1186, 3.0070, 0.1342, -0.9910, -2.5141, 0.3405, 774.0000, 674.4984, 1, 24, 4.5380, 9.8947, 5.3568, 1.9914, 0.3333, 0.6667, 115.05, 79.02, 115.05, 79.02, 0, 0, 0, 1, ok, ok
71.024, 1.9631, 93.3490, -0.9500, -0.7561, 0.8015, 1.9631, 93.3490, -0.4985, -0.8474, 2.7419, 107.61, 72.17, 8.9335, 2.6819, 0.4437, -0.8962, -0.8095, 0.4008, 667.0000, 642.7492, 1, 21, 7.6275, 9.8772, 2.2498, 0.6650, 0.6537, 0.3463, 107.61, 72.17, 107.61, 72.17, 0, 0, 1, 1, E:0.8015->2.7419, ok
71.651, 1.9631, 93.3490, -0.7657, -0.6125, 0.8015, 1.9631, 93.3490, -0.4985, -0.8474, 2.7419, 107.61, 72.17, 8.9335, 2.6819, 0.4437, -0.8962, -0.8095, 0.4008, 667.0000, 642.7492, 1, 21, 7.6275, 9.8772, 2.2498, 0.6650, 0.6537, 0.3463, 107.61, 72.17, 107.61, 72.17, 0, 0, 1, 1, E:0.8015->2.7419, ok
72.260, 9.0073, 103.1039, -0.4737, -0.4737, 0.7802, 5.0983, 103.1039, -0.7657, -0.6125, 2.7419, 94.92, 61.32, 9.0789, 2.7801, 0.3537, -0.9354, -0.7475, 0.2826, 595.0000, 581.9373, 1, 19, 7.9141, 9.8911, 1.9770, 0.5936, 0.6050, 0.3950, 94.92, 61.32, 94.92, 61.32, 0, 0, 1, 1, A:9.0073->5.0983|E:0.7802->2.7419, ok
72.926, 9.0073, 0.0000, -0.5961, -0.4877, 0.7802, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 94.92, 61.32, 9.0789, 0.9414, 0.8084, 0.5887, 2.0066, 2.7554, 1075.0000, 0.0000, 0, 33, 0.5788, 9.8849, 9.3061, 2.9681, 0.3767, 0.6233, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
73.458, 9.1185, 95.1272, -0.3964, -0.4444, 1.4830, 5.0983, 95.1272, -0.5961, -0.4877, 2.7419, 99.79, 67.60, 7.6852, 2.3403, 0.7182, -0.6958, -1.2809, 1.3222, 605.0000, 630.7343, 1, 19, 5.7729, 9.7219, 3.9490, 1.3646, 0.6545, 0.3455, 99.79, 67.60, 99.79, 67.60, 0, 0, 1, 1, A:9.1185->5.0983|E:1.4830->2.7419, ok
74.056, 3.9152, 103.2050, -0.6203, -0.4962, 3.6596, 3.9152, 103.2050, -0.3964, -0.4444, 3.6596, 115.16, 87.58, 5.6129, 2.3986, 0.6765, -0.7365, -3.1781, 2.9192, 668.0000, 581.3672, 1, 21, 0.6034, 9.8628, 9.2594, 3.0874, 0.6093, 0.3907, 115.16, 87.58, 115.16, 87.58, 0, 0, 0, 1, ok, ok
74.663, 9.2019, 101.6633, -0.4391, -0.4407, 1.3558, 5.0983, 101.6633, -0.6203, -0.4962, 2.7419, 97.94, 67.83, 7.7244, 2.4914, 0.6053, -0.7960, -1.3217, 1.0051, 532.0000, 590.1836, 1, 17, 5.9476, 9.6953, 3.7477, 1.2501, 0.6917, 0.3083, 97.94, 67.83, 97.94, 67.83, 0, 0, 1, 1, A:9.2019->5.0983|E:1.3558->2.7419, ok
75.365, 9.2019, 101.6633, -0.5990, -0.7079, 1.3558, 5.0983, 101.6633, -0.6203, -0.4962, 2.7419, 97.94, 67.83, 7.7244, 2.4914, 0.6053, -0.7960, -1.3217, 1.0051, 532.0000, 590.1836, 1, 17, 5.9476, 9.6953, 3.7477, 1.2501, 0.6917, 0.3083, 97.94, 67.83, 97.94, 67.83, 0, 0, 1, 1, A:9.2019->5.0983|E:1.3558->2.7419, ok
75.895, 9.2019, 0.0000, -0.3291, -0.4701, 1.3558, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 97.94, 67.83, 7.7244, 2.2050, 0.8055, -0.5925, -1.8877, 2.5663, 729.0000, 0.0000, 0, 19, 0.4934, 7.8284, 7.3350, 2.3910, 0.6790, 0.3210, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
76.260, 9.2019, 0.0000, -0.4358, -0.5604, 1.3558, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 97.94, 67.83, 7.7244, 2.2772, 0.7607, -0.6491, -1.1497, 1.3474, 1175.0000, 0.0000, 0, 36, 0.4794, 8.4123, 7.9328, 2.4655, 0.8545, 0.1455, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
77.031, 5.9396, 105.5232, -0.9500, -0.7233, 3.5289, 5.0983, 105.5232, -0.4358, -0.5604, 3.5289, 115.95, 89.68, 6.6091, 3.1347, 0.0069, -1.0000, -3.8695, 0.0268, 533.0000, 477.5115, 1, 17, 2.4727, 9.8677, 7.3950, 2.7997, 0.7392, 0.2608, 115.95, 89.68, 115.95, 89.68, 0, 0, 1, 1, A:5.9396->5.0983|HR:125.6514->105.5232, ok
77.770, 8.3415, 96.1145, -0.4708, -0.2996, 1.4343, 5.0983, 96.1145, -0.9288, -0.7233, 2.7419, 92.59, 51.53, 7.7415, 2.3137, 0.7365, -0.6764, -1.2433, 1.3538, 528.0000, 624.2557, 1, 17, 5.8586, 9.7099, 3.8514, 1.3461, 0.6686, 0.3314, 92.59, 51.53, 92.59, 51.53, 0, 0, 1, 1, A:8.3415->5.0983|V2P_relTTP:-0.9500->-0.9288|E:1.4343->2.7419, ok
78.272, 9.0569, 87.9600, -0.4905, -0.4905, 3.4560, 5.0983, 87.9600, -0.4708, -0.2996, 3.4560, 110.71, 77.37, 5.9288, 2.2247, 0.7937, -0.6083, -2.3631, 3.0836, 607.0000, 682.1279, 1, 19, 1.3685, 9.6200, 8.2515, 2.8216, 0.5453, 0.4547, 110.71, 77.37, 110.71, 77.37, 0, 0, 1, 1, A:9.0569->5.0983, ok
