経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, E, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, E_used, SBP, DBP, Mean, Phi, sinPhi, cosPhi, fit_a, fit_b, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
158.058, 8.8616, 94.4863, -0.5459, -0.3970, 3.8343, 5.0983, 94.4863, -0.6030, -0.3837, 3.8343, 111.50, 76.16, 5.0059, 2.2996, 0.7460, -0.6660, -2.8368, 3.1778, 610.0000, 635.0129, 1, 19, 0.5919, 9.4984, 8.9064, 3.0609, 0.5508, 0.4492, 111.50, 76.16, 111.50, 76.16, 0, 0, 1, 1, A:8.8616->5.0983, ok
158.692, 8.4581, 99.6667, -0.6380, -0.3480, 3.7321, 5.0983, 99.6667, -0.5459, -0.3970, 3.7321, 111.71, 80.22, 5.0465, 2.2789, 0.7596, -0.6504, -2.7188, 3.1755, 661.0000, 602.0064, 1, 21, 0.4897, 9.5210, 9.0313, 3.0038, 0.5477, 0.4523, 111.71, 80.22, 111.71, 80.22, 0, 0, 1, 1, A:8.4581->5.0983, ok
159.322, 8.6487, 97.1655, -0.6256, -0.4171, 3.1815, 5.0983, 97.1655, -0.6380, -0.3480, 3.1815, 100.36, 67.23, 5.5679, 2.3053, 0.7421, -0.6702, -2.4813, 2.7475, 579.0000, 617.5032, 1, 18, 1.0628, 9.3420, 8.2791, 2.6916, 0.5924, 0.4076, 100.36, 67.23, 100.36, 67.23, 0, 0, 1, 1, A:8.6487->5.0983, ok
159.961, 8.4727, 96.1151, -0.5753, -0.3645, 3.6935, 5.0983, 96.1151, -0.6256, -0.4171, 3.6935, 109.30, 74.35, 5.1296, 2.3952, 0.6790, -0.7342, -3.0753, 2.8441, 628.0000, 624.2516, 1, 20, 0.6932, 9.4247, 8.7315, 3.0120, 0.5860, 0.4140, 109.30, 74.35, 109.30, 74.35, 0, 0, 1, 1, A:8.4727->5.0983, ok
160.565, 8.7077, 95.0682, -0.5690, -0.4138, 3.5572, 5.0983, 95.0682, -0.5753, -0.3645, 3.5572, 108.37, 74.83, 5.6306, 2.2970, 0.7477, -0.6640, -2.5033, 2.8190, 630.0000, 631.1258, 1, 20, 0.9520, 9.5070, 8.5549, 2.7669, 0.5206, 0.4794, 108.37, 74.83, 108.37, 74.83, 0, 0, 1, 1, A:8.7077->5.0983, ok
161.206, 8.6034, 97.1561, -0.6010, -0.3825, 3.2799, 5.0983, 97.1561, -0.5690, -0.4138, 3.2799, 105.77, 73.86, 5.3773, 2.2964, 0.7481, -0.6636, -2.4844, 2.8007, 634.0000, 617.5629, 1, 20, 0.7993, 9.3337, 8.5344, 2.7405, 0.5757, 0.4243, 105.77, 73.86, 105.77, 73.86, 0, 0, 1, 1, A:8.6034->5.0983, ok
161.798, 8.6200, 95.3468, -0.6178, -0.4119, 3.6863, 5.0983, 95.3468, -0.6010, -0.3825, 3.6863, 109.46, 74.95, 4.9902, 2.3720, 0.6958, -0.7182, -2.8453, 2.7567, 599.0000, 629.2815, 1, 19, 0.7303, 9.1852, 8.4548, 2.8371, 0.5392, 0.4608, 109.46, 74.95, 109.46, 74.95, 0, 0, 1, 1, A:8.6200->5.0983, ok
162.465, 8.7466, 98.2574, -0.6132, -0.3345, 4.0061, 5.0983, 98.2574, -0.6178, -0.4119, 4.0061, 113.18, 78.45, 5.2923, 2.4351, 0.6491, -0.7607, -3.3857, 2.8893, 642.0000, 610.6407, 1, 20, 0.5652, 9.6657, 9.1006, 3.1860, 0.5779, 0.4221, 113.18, 78.45, 113.18, 78.45, 0, 0, 1, 1, A:8.7466->5.0983, ok
163.033, 8.5879, 93.9231, -0.4948, -0.4453, 3.1727, 5.0983, 93.9231, -0.6132, -0.3345, 3.1727, 101.43, 67.65, 5.7539, 1.9772, 0.9185, -0.3953, -1.4059, 3.2667, 602.0000, 638.8204, 1, 19, 0.9191, 9.2019, 8.2828, 2.6348, 0.4983, 0.5017, 101.43, 67.65, 101.43, 67.65, 0, 0, 1, 1, A:8.5879->5.0983, ok
163.645, 7.2743, 99.3525, -0.6380, -0.4060, 3.1031, 5.0983, 99.3525, -0.4948, -0.4453, 3.1031, 106.59, 77.87, 4.6036, 2.4305, 0.6527, -0.7577, -2.6983, 2.3243, 671.0000, 603.9102, 1, 21, 0.6141, 8.0647, 7.4507, 2.5804, 0.6021, 0.3979, 106.59, 77.87, 106.59, 77.87, 0, 0, 1, 1, A:7.2743->5.0983, ok
164.301, 8.1413, 98.7727, -0.5941, -0.3781, 3.7533, 5.0983, 98.7727, -0.6380, -0.4060, 3.7533, 108.89, 74.61, 5.0005, 2.6422, 0.4789, -0.8779, -3.7610, 2.0515, 560.0000, 607.4551, 1, 18, 0.7904, 9.5100, 8.7195, 3.0582, 0.6518, 0.3482, 108.89, 74.61, 108.89, 74.61, 0, 0, 1, 1, A:8.1413->5.0983, ok
164.942, 8.7585, 94.9777, -0.5030, -0.4527, 3.1711, 5.0983, 94.9777, -0.5941, -0.3781, 3.1711, 102.95, 69.94, 5.7861, 2.2833, 0.7567, -0.6537, -2.3132, 2.6777, 605.0000, 631.7275, 1, 19, 1.3687, 9.3856, 8.0169, 2.6096, 0.5603, 0.4397, 102.95, 69.94, 102.95, 69.94, 0, 0, 1, 1, A:8.7585->5.0983, ok
165.439, 8.0316, 94.2117, -0.5030, -0.4527, 3.3149, 5.0983, 94.2117, -0.5030, -0.4527, 3.3149, 110.12, 78.41, 4.6192, 2.5194, 0.5829, -0.8126, -3.0120, 2.1605, 674.0000, 636.8638, 1, 21, 0.6270, 8.6222, 7.9952, 2.6743, 0.6024, 0.3976, 110.12, 78.41, 110.12, 78.41, 0, 0, 1, 1, A:8.0316->5.0983, ok
166.076, 8.0316, 105.5232, -0.7968, -0.4648, 3.5693, 5.0983, 105.5232, -0.5030, -0.4527, 3.5693, 111.46, 83.76, 4.6428, 2.8089, 0.3266, -0.9452, -3.6240, 1.2521, 630.0000, 566.9319, 1, 20, 0.5906, 8.5873, 7.9966, 2.7085, 0.6302, 0.3698, 111.46, 83.76, 111.46, 83.76, 0, 0, 1, 1, A:8.0316->5.0983|HR:105.8328->105.5232, ok
166.678, 8.6241, 99.7563, -0.5189, -0.3632, 3.7597, 5.0983, 99.7563, -0.7968, -0.4648, 3.7597, 104.21, 66.07, 5.6169, 2.7726, 0.3606, -0.9327, -3.9051, 1.5100, 504.0000, 601.4659, 1, 16, 1.2999, 9.6055, 8.3056, 2.9764, 0.6627, 0.3373, 104.21, 66.07, 104.21, 66.07, 0, 0, 1, 1, A:8.6241->5.0983, ok
167.848, 8.6748, 99.7120, -0.9319, -0.4385, 3.3238, 5.0983, 99.7120, -0.5189, -0.3632, 3.3238, 106.60, 77.09, 5.8011, 2.2551, 0.7749, -0.6321, -2.4675, 3.0248, 641.0000, 601.7330, 1, 20, 0.9814, 9.5052, 8.5238, 2.8672, 0.5866, 0.4134, 106.60, 77.09, 106.60, 77.09, 0, 0, 1, 1, A:8.6748->5.0983, ok
168.421, 8.6748, 0.0000, -0.9500, -0.2254, 3.3238, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 106.60, 77.09, 5.8011, 2.4581, 0.6315, -0.7754, -3.2448, 2.6426, 923.0000, 0.0000, 0, 19, 0.8305, 9.4787, 8.6482, 3.0045, 0.7584, 0.2416, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
169.053, 8.6748, 0.0000, -0.6923, -0.4038, 3.3238, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 106.60, 77.09, 5.8011, 1.6862, 0.9934, -0.1151, -0.4607, 3.9750, 837.0000, 0.0000, 0, 26, 0.6754, 9.5444, 8.8689, 3.0287, 0.4397, 0.5603, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
169.648, 8.5516, 88.0939, -0.5213, -0.3649, 3.6043, 5.0983, 88.0939, -0.6923, -0.4038, 3.6043, 106.73, 67.04, 5.3634, 2.3294, 0.7258, -0.6879, -2.8763, 3.0349, 563.0000, 681.0916, 1, 18, 0.7302, 9.4422, 8.7120, 3.0012, 0.5897, 0.4103, 106.73, 67.04, 106.73, 67.04, 0, 0, 1, 1, A:8.5516->5.0983, ok
170.250, 8.7541, 94.1109, -0.5556, -0.4444, 3.5661, 5.0983, 94.1109, -0.5213, -0.3649, 3.5661, 110.69, 78.09, 5.6099, 2.2608, 0.7712, -0.6365, -2.4239, 2.9368, 631.0000, 637.5458, 1, 20, 0.8906, 9.4138, 8.5232, 2.7981, 0.5182, 0.4818, 110.69, 78.09, 110.69, 78.09, 0, 0, 1, 1, A:8.7541->5.0983, ok
170.854, 8.5136, 96.8097, -0.5482, -0.4385, 3.4404, 5.0983, 96.8097, -0.5556, -0.4444, 3.4404, 109.14, 76.86, 5.2030, 2.5270, 0.5766, -0.8170, -3.1436, 2.2185, 610.0000, 619.7729, 1, 19, 0.6597, 9.0487, 8.3890, 2.7953, 0.6082, 0.3918, 109.14, 76.86, 109.14, 76.86, 0, 0, 1, 1, A:8.5136->5.0983, ok
171.447, 8.7740, 98.0574, -0.5464, -0.4371, 3.8735, 5.0983, 98.0574, -0.5482, -0.4385, 3.8735, 114.72, 81.95, 5.0123, 2.6217, 0.4968, -0.8679, -3.6746, 2.1032, 601.0000, 611.8865, 1, 19, 0.5351, 9.4002, 8.8651, 3.0135, 0.6073, 0.3927, 114.72, 81.95, 114.72, 81.95, 0, 0, 1, 1, A:8.7740->5.0983, ok
172.021, 8.5960, 99.5119, -0.5000, -0.4444, 3.4232, 5.0983, 99.5119, -0.5464, -0.4371, 3.4232, 108.61, 77.77, 5.1459, 2.4681, 0.6237, -0.7816, -3.0833, 2.4605, 599.0000, 602.9432, 1, 19, 0.6262, 9.1492, 8.5230, 2.8318, 0.6127, 0.3873, 108.61, 77.77, 108.61, 77.77, 0, 0, 1, 1, A:8.5960->5.0983, ok
172.589, 7.7793, 102.0457, -0.5759, -0.4607, 3.3807, 5.0983, 102.0457, -0.5000, -0.4444, 3.3807, 109.53, 81.01, 4.9742, 2.5188, 0.5833, -0.8123, -3.1010, 2.2269, 603.0000, 587.9716, 1, 19, 0.5532, 8.6954, 8.1422, 2.7377, 0.6086, 0.3914, 109.53, 81.01, 109.53, 81.01, 0, 0, 1, 1, A:7.7793->5.0983, ok
173.224, 8.4496, 103.7191, -0.6380, -0.4060, 3.3246, 5.0983, 103.7191, -0.5759, -0.4607, 3.3246, 106.03, 76.39, 5.1862, 2.6705, 0.4538, -0.8911, -3.3537, 1.7081, 572.0000, 578.4858, 1, 18, 0.9162, 9.0831, 8.1669, 2.7182, 0.6486, 0.3514, 106.03, 76.39, 106.03, 76.39, 0, 0, 1, 1, A:8.4496->5.0983, ok
173.829, 8.9757, 98.9702, -0.5726, -0.4164, 4.0427, 5.0983, 98.9702, -0.6380, -0.4060, 4.0427, 112.64, 77.62, 4.9052, 2.6495, 0.4725, -0.8814, -3.7999, 2.0369, 574.0000, 606.2429, 1, 18, 0.6335, 9.4509, 8.8174, 3.0706, 0.5976, 0.4024, 112.64, 77.62, 112.64, 77.62, 0, 0, 1, 1, A:8.9757->5.0983, ok
174.363, 8.9757, 99.0718, -0.4893, -0.4364, 3.4940, 5.0983, 99.0718, -0.5726, -0.4164, 3.4940, 108.15, 76.34, 4.9147, 2.4018, 0.6741, -0.7386, -2.9669, 2.7077, 626.0000, 605.6215, 1, 20, 0.4752, 9.1310, 8.6559, 2.8754, 0.5942, 0.4058, 108.15, 76.34, 108.15, 76.34, 0, 0, 1, 1, A:8.9757->5.0983, ok
174.892, 7.0456, 105.2981, -0.6798, -0.4326, 3.1510, 5.0983, 105.2981, -0.4893, -0.4364, 3.1510, 106.17, 79.97, 4.9255, 2.5060, 0.5937, -0.8047, -2.8955, 2.1361, 604.0000, 569.8107, 1, 19, 0.6327, 8.1126, 7.4799, 2.5916, 0.6142, 0.3858, 106.17, 79.97, 106.17, 79.97, 0, 0, 1, 1, A:7.0456->5.0983, ok
175.258, 8.9541, 105.5232, -0.6849, -0.3113, 3.6705, 5.0983, 105.5232, -0.6798, -0.4326, 3.6705, 105.68, 73.28, 5.5491, 2.6055, 0.5108, -0.8597, -3.5152, 2.0886, 531.0000, 549.9054, 1, 17, 1.0670, 9.5370, 8.4700, 2.9111, 0.6215, 0.3785, 105.68, 73.28, 105.68, 73.28, 0, 0, 1, 1, A:8.9541->5.0983|HR:109.1097->105.5232, ok
175.802, 8.9541, 105.5232, -0.3616, -0.4521, 3.6705, 5.0983, 105.5232, -0.6798, -0.4326, 3.6705, 105.68, 73.28, 5.5491, 2.6055, 0.5108, -0.8597, -3.5152, 2.0886, 531.0000, 549.9054, 1, 17, 1.0670, 9.5370, 8.4700, 2.9111, 0.6215, 0.3785, 105.68, 73.28, 105.68, 73.28, 0, 0, 1, 1, A:8.9541->5.0983|HR:109.1097->105.5232, ok
